字	繁體 （一鍵轉換）	原拼音	（轉寫注釋）	(潮羅轉寫)	IPA	音義辨析	例	《康熙字典》等典籍摘錄	《廣韻》字音		說明：        字表來源《雷州音字典》，Kiattan轉寫，音值描述主要參考了張振興、蔡葉青《雷州方言詞典》、陳雲龍《粵西閩語音變研究》。        雷州話的聲調系統實際為：①陰平與陽去白讀合併，此處記為第1調；②舒化的陽入轄字併入陽上調，同時陽去文讀也讀為陽上調，此處記為第6調；③帶塞音尾的陽入字不舒化，調值基本與陽平相同，此處記為第8調；④陰入調舒化与否时值不同但调型类似，同时部分“新文讀”的字會讀如本調，此處简略記為第4調；⑤陽平記為第5調、陰上記為第2調；陰去記為第3調。 陰平 24 豬尊娘腐樹飯味餓 陽平 22 陳平仁龍農文雲黃 陰上 41 好手粉我米猛尾 陽上 33 腐倍坐戶雨事食白 陰去 21 抗唱漢世去告鏡柄   陰入 54 急竹權餓遞事誤接割 陽入 2 局雜合俗服涉疊十					
㾀	㾀	kiab5	kiab陰入	khiap4	kʰiap˥˦	㾀##[kiab5] <雷>劣，品質壞。<雷>難，不易於。	【㾀人[nang1]】壞人。#【㾀使[sai4]】不好用。	《廣韻》病劣。	去劫切——溪母，業韻 開 三等，入聲。							
䫲	䫲	hem5	hem陰入	hem4	hem˥˦	䫲##[hem5] <雷>臉浮腫。	【腫[ziang4]䫲】臉浮腫。	《廣韻》面虛黃色。	呼紺切——曉母，勘韻 開 一等，去聲。	脸浮肿。						
䊦	䊦	i5	i陰入	i4	i˥˦	䊦##[i5]	【大[dua2]䊦】一種粽子。	《廣韻》糉屬。	烏結切——影母，屑韻 開 四等，入聲。							
䭕	䭕	zia4	zia陰上	tsia2	tsia˦˩	䭕##<雷>淡。	【䭕水[zui4]】淡水。#【飽[ba4]䭕】沒食欲。沒興趣。#【色[sig5]䭕】顏色淡。		子敢切——精母，敢韻 開 一等，上聲。[za4]	淡。						
䭔	䭔	due2	due陰平陽去（白）	tue1	tuɛ˨˦	䭔##[due2]	【煎[zieng2]䭔[due2]囝[gia4]】一種有餡的油炸糕餅。		都回切——端母，灰韻 合 一等，平聲。							
㶘	㶘	di6	di陽上陽去（文）陽入（無尾）	ti6	ti˧˧	㶘##[di6] <雷>滿。	【㶘流[lau1]滿[muang4]岸[hua2]】形容容器中的東西太多太滿了。	《廣韻》㶘淊水滿。	徒玷切——定母，忝韻 開 四等，上聲。	满。						
阿	阿	a6	a陽上陽去（文）陽入（無尾）	a6	a˧˧	阿##①[a6] 加在人物稱謂前的詞頭。##②[o2] 迎合。偏袒。山水等的凹曲處。東阿縣。			②：烏何切——影母，歌韻 開 一等，平聲。							
阿	阿	o2	o陰平陽去（白）	o1	ɔ˨˦	阿##①[a6] 加在人物稱謂前的詞頭。##②[o2] 迎合。偏袒。山水等的凹曲處。東阿縣。			②：烏何切——影母，歌韻 開 一等，平聲。							
啊	啊	a3	a陰去	a3	a˨˩	啊##①[a3] 嘆詞，表示讚歎、驚異或厭惡。助詞，表示催促或肯定。##②[a2] 嘆詞，表示追問。##③[a2][a6] 助詞，用在句末表示肯定。##④[a1] 擬聲詞，張口。##⑤[a2][a3][a6] 助詞，用在稱呼後面表示呼喚。#第一聲呼喚，“啊”受前面字聲調影響，前面字是陰去或陰上調，則“啊”讀[a2]；前面字是其他聲調，則“啊”讀[a6]。第二聲呼喚在稱呼後面的“啊”讀[a3]。										
啊	啊	a2	a陰平陽去（白）	a1	a˨˦	啊##①[a3] 嘆詞，表示讚歎、驚異或厭惡。助詞，表示催促或肯定。##②[a2] 嘆詞，表示追問。##③[a2][a6] 助詞，用在句末表示肯定。##④[a1] 擬聲詞，張口。##⑤[a2][a3][a6] 助詞，用在稱呼後面表示呼喚。#第一聲呼喚，“啊”受前面字聲調影響，前面字是陰去或陰上調，則“啊”讀[a2]；前面字是其他聲調，則“啊”讀[a6]。第二聲呼喚在稱呼後面的“啊”讀[a3]。										
啊	啊	a6	a陽上陽去（文）陽入（無尾）	a6	a˧˧	啊##①[a3] 嘆詞，表示讚歎、驚異或厭惡。助詞，表示催促或肯定。##②[a2] 嘆詞，表示追問。##③[a2][a6] 助詞，用在句末表示肯定。##④[a1] 擬聲詞，張口。##⑤[a2][a3][a6] 助詞，用在稱呼後面表示呼喚。#第一聲呼喚，“啊”受前面字聲調影響，前面字是陰去或陰上調，則“啊”讀[a2]；前面字是其他聲調，則“啊”讀[a6]。第二聲呼喚在稱呼後面的“啊”讀[a3]。										
啊	啊	a1	a陽平陽入（帶尾）	a5	a˨˨	啊##①[a3] 嘆詞，表示讚歎、驚異或厭惡。助詞，表示催促或肯定。##②[a2] 嘆詞，表示追問。##③[a2][a6] 助詞，用在句末表示肯定。##④[a1] 擬聲詞，張口。##⑤[a2][a3][a6] 助詞，用在稱呼後面表示呼喚。#第一聲呼喚，“啊”受前面字聲調影響，前面字是陰去或陰上調，則“啊”讀[a2]；前面字是其他聲調，則“啊”讀[a6]。第二聲呼喚在稱呼後面的“啊”讀[a3]。										
錒	錒	a2	a陰平陽去（白）	a1	a˨˦	錒##[a2]										
嗄	嗄	sa5	sa陰入	sa4	sa˥˦	嗄##[sa5]			所嫁切——生母，禡韻 開 二等，去聲。[se3]#於犗切——影母，夬韻 開 二等，去聲。[ai3]							
哎	哎	ai2	ai陰平陽去（白）	ai1	ai˨˦	哎##①[ai2] 哎呀[yia2]，嘆詞，表示反對或驚奇或驚訝。哎喲，嘆詞，表示疼痛或意外。##②[ai3] 哎呀[yia3]，嘆詞，表示厭惡或驚訝。##③[ai4] 嘆詞，表示提醒。										
哎	哎	ai3	ai陰去	ai3	ai˨˩	哎##①[ai2] 哎呀[yia2]，嘆詞，表示反對或驚奇或驚訝。哎喲，嘆詞，表示疼痛或意外。##②[ai3] 哎呀[yia3]，嘆詞，表示厭惡或驚訝。##③[ai4] 嘆詞，表示提醒。										
哎	哎	ai4	ai陰上	ai2	ai˦˩	哎##①[ai2] 哎呀[yia2]，嘆詞，表示反對或驚奇或驚訝。哎喲，嘆詞，表示疼痛或意外。##②[ai3] 哎呀[yia3]，嘆詞，表示厭惡或驚訝。##③[ai4] 嘆詞，表示提醒。										
哀	哀	ai2	ai陰平陽去（白）	ai1	ai˨˦	哀##[ai2]			烏開切——影母，咍韻 開 一等，平聲。							
唉	唉	ai4	ai陰上	ai2	ai˦˩	唉##①[ai2] 擬聲詞，歎息聲。##②[ai4] 嘆詞，應人聲。##③[ai3] 嘆詞，表示傷感、失望或惋惜。			①：烏開切——影母，咍韻 開 一等，平聲。##②：於駭切——影母，駭韻 開 二等，上聲。							
唉	唉	ai2	ai陰平陽去（白）	ai1	ai˨˦	唉##①[ai2] 擬聲詞，歎息聲。##②[ai4] 嘆詞，應人聲。##③[ai3] 嘆詞，表示傷感、失望或惋惜。			①：烏開切——影母，咍韻 開 一等，平聲。##②：於駭切——影母，駭韻 開 二等，上聲。							
唉	唉	ai3	ai陰去	ai3	ai˨˩	唉##①[ai2] 擬聲詞，歎息聲。##②[ai4] 嘆詞，應人聲。##③[ai3] 嘆詞，表示傷感、失望或惋惜。			①：烏開切——影母，咍韻 開 一等，平聲。##②：於駭切——影母，駭韻 開 二等，上聲。							
埃	埃	ai2	ai陰平陽去（白）	ai1	ai˨˦	埃##[ai2]（又俗讀[yai1]）			烏開切——影母，咍韻 開 一等，平聲。							
挨	挨	ai2	ai陰平陽去（白）	ai1	ai˨˦	挨/捱##挨[oi2][Ai2] <雷>推。依次。靠近。##捱[ngai4] 遭受，忍受。困難地度過。拖延。	【挨[oi2]車[cia2]】推車。##【捱苦[keu4]】吃苦。	挨：《集韻》《韻會》英皆切。#《集韻》推也。《六書故》旁排也。《揚子·方言》強進曰挨。《正字通》今俗凡物相近謂之挨。								
挨	挨	ngai4	ngai陰上	ngai2	ŋai˦˩	挨/捱##挨[oi2][Ai2] <雷>推。依次。靠近。##捱[ngai4] 遭受，忍受。困難地度過。拖延。	【挨[oi2]車[cia2]】推車。##【捱苦[keu4]】吃苦。	挨：《集韻》《韻會》英皆切。#《集韻》推也。《六書故》旁排也。《揚子·方言》強進曰挨。《正字通》今俗凡物相近謂之挨。								
挨	挨	oi2	oi陰平陽去（白）	oi1	ɔi˨˦	挨/捱##挨[oi2][Ai2] <雷>推。依次。靠近。##捱[ngai4] 遭受，忍受。困難地度過。拖延。	【挨[oi2]車[cia2]】推車。##【捱苦[keu4]】吃苦。	挨：《集韻》《韻會》英皆切。#《集韻》推也。《六書故》旁排也。《揚子·方言》強進曰挨。《正字通》今俗凡物相近謂之挨。								
欸	欸	ai2	ai陰平陽去（白）	ai1	ai˨˦	欸##①[ai2] 嘆詞。##②[ai4] 擬聲詞，搖櫓聲。			①：烏開切——影母，咍韻 開 一等，平聲。##②：於改切——影母，海韻 開 一等，上聲。							
欸	欸	ai4	ai陰上	ai2	ai˦˩	欸##①[ai2] 嘆詞。##②[ai4] 擬聲詞，搖櫓聲。			①：烏開切——影母，咍韻 開 一等，平聲。##②：於改切——影母，海韻 開 一等，上聲。							
鎄	鎄	ai2	ai陰平陽去（白）	ai1	ai˨˦	鎄##[ai2]										
捱	捱	ngai4	ngai陰上	ngai2	ŋai˦˩	捱（簡體同“挨”）##[ngai4] 遭受，忍受。困難地度過。拖延。	【捱苦[keu4]】吃苦。	《集韻》宜佳切，音厓。拒也。#又俗謂延緩曰捱。								
皚	皚	ne1	ne陽平陽入（帶尾）	ne5	nɛ˨˨	皚##[ne1][Ngai1]	【白[be6]白皚[ne1]皚】白花花的，用於形容肥肉。		五來切——疑母，咍韻 開 一等，平聲。							
皚	皚	ngai1	ngai陽平陽入（帶尾）	ngai5	ŋai˨˨	皚##[ne1][Ngai1]	【白[be6]白皚[ne1]皚】白花花的，用於形容肥肉。		五來切——疑母，咍韻 開 一等，平聲。							
癌	癌	ngam1	ngam陽平陽入（帶尾）	ngam5	ŋam˨˨	癌##[ngam1]										
毐	毐	ai4	ai陰上	ai2	ai˦˩	毐##[ai4]			於改切——影母，海韻 開 一等，上聲。							
噯	噯	ai4	ai陰上	ai2	ai˦˩	噯##①[ai4] <雷>嘆詞，表示緊急阻止。##②[ai3] 嘆詞，表示懊惱、悔恨。										
噯	噯	ai3	ai陰去	ai3	ai˨˩	噯##①[ai4] <雷>嘆詞，表示緊急阻止。##②[ai3] 嘆詞，表示懊惱、悔恨。										
矮	矮	oi4	oi陰上	oi2	ɔi˦˩	矮##[oi4]			烏蟹切——影母，蟹韻 開 二等，上聲。							
藹	藹	ai4	ai陰上	ai2	ai˦˩	藹##[ai4]										
靄	靄	ai4	ai陰上	ai2	ai˦˩	靄##[ai4]										
艾	艾	ngai6	ngai陽上陽去（文）陽入（無尾）	ngai6	ŋai˧˧	艾##①[ngai6] 艾草。止，絕。美。##②[ngi6] 同“乂”，治理。##③[AI3（愛）] 愛滋病。	①：【艾囝[gia4]】艾草。		①：五蓋切——疑母，泰韻 開 一等，去聲。##②：魚肺切——疑母，廢韻 開 三等，去聲。							
艾	艾	ngi6	ngi陽上陽去（文）陽入（無尾）	ngi6	ŋi˧˧	艾##①[ngai6] 艾草。止，絕。美。##②[ngi6] 同“乂”，治理。##③[AI3（愛）] 愛滋病。	①：【艾囝[gia4]】艾草。		①：五蓋切——疑母，泰韻 開 一等，去聲。##②：魚肺切——疑母，廢韻 開 三等，去聲。							
愛	愛	ai3	ai陰去	ai3	ai˨˩	愛##[ai3] <雷>要，必須。<雷>需要。			烏代切——影母，代韻 開 一等，去聲。							
砹	砹	ngai6	ngai陽上陽去（文）陽入（無尾）	ngai6	ŋai˧˧	砹##[ngai6]										
隘	隘	ai3	ai陰去	ai3	ai˨˩	隘##[ai3]			烏懈切——影母，卦韻 開 二等，去聲。							
嗌	嗌	ai3	ai陰去	ai3	ai˨˩	嗌##①[ig5] 咽喉。##②[ai3] 噎。		②：《集韻》烏懈切。	①：伊昔切——影母，昔韻 開 三等，入聲。							
嗌	嗌	ig5	ig陰入	ik4	ik˥˦	嗌##①[ig5] 咽喉。##②[ai3] 噎。		②：《集韻》烏懈切。	①：伊昔切——影母，昔韻 開 三等，入聲。							
嬡	嬡	ai3	ai陰去	ai3	ai˨˩	嬡##[ai3]										
礙	礙	ngai2	ngai陰平陽去（白）	ngai1	ŋai˨˦	礙##[ngai2]			五漑切——疑母，代韻 開 一等，去聲。							
曖	曖	ai3	ai陰去	ai3	ai˨˩	曖##[ai3]			烏代切——影母，代韻 開 一等，去聲。							
璦	璦	ai3	ai陰去	ai3	ai˨˩	璦##[ai3]			烏代切——影母，代韻 開 一等，去聲。							
安	安	ua2	ua陰平陽去（白）	ua1	ua˨˦	安##①[ua2][Ang2] 平靜。安全，平安。##②[ang2] 放置，裝設。<雷>打算，準備去做。疑問詞，哪裡，怎。安培。	①：【平[be1]安[ua2]】##②：【我[va4]安後[au6]日[yieg1]轉[dui4]去[ku3]厝[cu3]。】我準備後天回家。		烏寒切——影母，寒韻 開 一等，平聲。							
安	安	ang2	ang陰平陽去（白）	ang1	aŋ˨˦	安##①[ua2][Ang2] 平靜。安全，平安。##②[ang2] 放置，裝設。<雷>打算，準備去做。疑問詞，哪裡，怎。安培。	①：【平[be1]安[ua2]】##②：【我[va4]安後[au6]日[yieg1]轉[dui4]去[ku3]厝[cu3]。】我準備後天回家。		烏寒切——影母，寒韻 開 一等，平聲。							
桉	桉	ang2	ang陰平陽去（白）	ang1	aŋ˨˦	桉##[ang2]										
氨	氨	ang2	ang陰平陽去（白）	ang1	aŋ˨˦	氨##[ang2]										
庵	庵	am2	am陰平陽去（白）	am1	am˨˦	庵##[am2]			烏含切——影母，覃韻 開 一等，平聲。							
菴	菴	am2	am陰平陽去（白）	am1	am˨˦	菴##[am2]			烏含切——影母，覃韻 開 一等，平聲。							
諳	諳	am2	am陰平陽去（白）	am1	am˨˦	諳##[am2] <雷>估量，估計。	【諳想[siang4]】指結果容易預料，無需深入的思考，多用於否定句或反問句。		烏含切——影母，覃韻 開 一等，平聲。	估量，估计。						
鵪	鵪	am2	am陰平陽去（白）	am1	am˨˦	鵪##[am2]		《龍龕手鑒》烏含切。								
鞍	鞍	ua2	ua陰平陽去（白）	ua1	ua˨˦	鞍##[ua2]	【馬[ve4]錢[zi1]少[zio4]，鞍[ua2]錢[zi1]贅[zoi2]。】也講做“戲錢少，牚錢贅”，比喻實用部分的付出雖小，但附帶的付出很大。	《集韻》於寒切。								
俺	俺	am4	am陰上	am2	am˦˩	俺##[am4]		《正字通》安敢切。								
銨	銨	ang2	ang陰平陽去（白）	ang1	aŋ˨˦	銨##[ang2]										
揞	揞	em2	em陰平陽去（白）	em1	em˨˦	揞##[em2] <雷>掩蓋。<雷>隱瞞，蒙蔽。	【揞血[hue5]】用覆蓋、按壓的辦法止血。	《康熙字典》又於鹹切。								
犴	犴	ngang6	ngang陽上陽去（文）陽入（無尾）	ngang6	ŋaŋ˧˧	犴##①[ngang6] 狴犴。##②[hang2] 駝鹿。			①：五旰切——疑母，翰韻 開 一等，去聲。							
犴	犴	hang2	hang陰平陽去（白）	hang1	haŋ˨˦	犴##①[ngang6] 狴犴。##②[hang2] 駝鹿。			①：五旰切——疑母，翰韻 開 一等，去聲。							
岸	岸	hua2	hua陰平陽去（白）	hua1	hua˨˦	岸##[hua2][Ngang6]			五旰切——疑母，翰韻 開 一等，去聲。							
岸	岸	ngang6	ngang陽上陽去（文）陽入（無尾）	ngang6	ŋaŋ˧˧	岸##[hua2][Ngang6]			五旰切——疑母，翰韻 開 一等，去聲。							
按	按	ua3	ua陰去	ua3	ua˨˩	按##①[ua3][Ang3] 仿照，依照。<雷>遺傳。加按語。##②[ag5][Ang3] 摁。止住，壓住。	①：【按[ua3]模[veu1]著[do3]做[zo5]。】照著模子做。##②：【按[ag5]鍵[gieng3]】	①：《唐韻》《集韻》《韻會》《正韻》烏旰切，音案。##②：《集韻》《韻會》阿葛切。捺也。	①：烏旰切——影母，翰韻 開 一等，去聲。							
按	按	ang3	ang陰去	ang3	aŋ˨˨˩	按##①[ua3][Ang3] 仿照，依照。<雷>遺傳。加按語。##②[ag5][Ang3] 摁。止住，壓住。	①：【按[ua3]模[veu1]著[do3]做[zo5]。】照著模子做。##②：【按[ag5]鍵[gieng3]】	①：《唐韻》《集韻》《韻會》《正韻》烏旰切，音案。##②：《集韻》《韻會》阿葛切。捺也。	①：烏旰切——影母，翰韻 開 一等，去聲。							
按	按	ag5	ag陰入	ak4	ak˥˦	按##①[ua3][Ang3] 仿照，依照。<雷>遺傳。加按語。##②[ag5][Ang3] 摁。止住，壓住。	①：【按[ua3]模[veu1]著[do3]做[zo5]。】照著模子做。##②：【按[ag5]鍵[gieng3]】	①：《唐韻》《集韻》《韻會》《正韻》烏旰切，音案。##②：《集韻》《韻會》阿葛切。捺也。	①：烏旰切——影母，翰韻 開 一等，去聲。							
案	案	ua3	ua陰去	ua3	ua˨˩	案##[ua3]			烏旰切——影母，翰韻 開 一等，去聲。							
胺	胺	ang3	ang陰去	ang3	aŋ˨˨˩	胺##[ang3][ang2]										
胺	胺	ang2	ang陰平陽去（白）	ang1	aŋ˨˦	胺##[ang3][ang2]										
暗	暗	am3	am陰去	am3	am˨˩	暗##[am3]			烏紺切——影母，勘韻 開 一等，去聲。							
黯	黯	am3	am陰去	am3	am˨˩	黯##[am3]			乙減切——影母，豏韻 開 二等，上聲。[am4]#乙鹹切——影母，鹹韻 開 二等，平聲。[am2]							
肮	肮	ang2	ang陰平陽去（白）	ang1	aŋ˨˦	肮##[ang2]										
昂	昂	ngong1	ngong陽平陽入（帶尾）	ngong5	ŋoŋ˨˨	昂##[ngong1]			五岡切——疑母，唐韻 開 一等，平聲。							
盎	盎	ong3	ong陰去	ong3	oŋ˨˨˩	盎##①[ong3] 古代的一種盆，腹大口小。盛，充溢。##②[ong5] <雷>泥坑窯爐。	①：【深[cim2]深盎盎】很深很深。##②：【拍[pa5]盎】一種休閒娛樂性野炊活動，通常的玩法是在泥地上挖個淺坑，上面用乾泥塊壘個小窯，用柴火在小窯裡面把泥塊燒熱，然後用熱的泥塊把食物焗熟。		烏浪切——影母，宕韻 開 一等，去聲。							
盎	盎	ong5	ong陰入	ong4	oŋ˥˦	盎##①[ong3] 古代的一種盆，腹大口小。盛，充溢。##②[ong5] <雷>泥坑窯爐。	①：【深[cim2]深盎盎】很深很深。##②：【拍[pa5]盎】一種休閒娛樂性野炊活動，通常的玩法是在泥地上挖個淺坑，上面用乾泥塊壘個小窯，用柴火在小窯裡面把泥塊燒熱，然後用熱的泥塊把食物焗熟。		烏浪切——影母，宕韻 開 一等，去聲。							
凹	凹	ab5	ab陰入	ap4	ap˥˦	凹##[ab5][au2][TAB5（塌）]		《唐韻》烏洽切。《集韻》《韻會》乙洽切。#又《集韻》於交切。	烏洽切——影母，洽韻 開 二等，入聲。							
凹	凹	au2	au陰平陽去（白）	au1	au˨˦	凹##[ab5][au2][TAB5（塌）]		《唐韻》烏洽切。《集韻》《韻會》乙洽切。#又《集韻》於交切。	烏洽切——影母，洽韻 開 二等，入聲。							
坳	坳	au3	au陰去	au3	au˨˩	坳##[au3]			於交切——影母，肴韻 開 二等，平聲。[au2]							
敖	敖	ngau1	ngau陽平陽入（帶尾）	ngau5	ŋau˨˨	敖##[ngau1]			五勞切——疑母，豪韻 開 一等，平聲。							
嗷	嗷	ngau2	ngau陰平陽去（白）	ngau1	ŋau˨˦	嗷##[ngau2][Ngau1]			五勞切——疑母，豪韻 開 一等，平聲。							
嗷	嗷	ngau1	ngau陽平陽入（帶尾）	ngau5	ŋau˨˨	嗷##[ngau2][Ngau1]			五勞切——疑母，豪韻 開 一等，平聲。							
廒	廒	ngau1	ngau陽平陽入（帶尾）	ngau5	ŋau˨˨	廒##[ngau1]		《篇韻》五牢切。								
獒	獒	ngau1	ngau陽平陽入（帶尾）	ngau5	ŋau˨˨	獒##[ngau1]			五勞切——疑母，豪韻 開 一等，平聲。							
遨	遨	ngau1	ngau陽平陽入（帶尾）	ngau5	ŋau˨˨	遨##[ngau1]			五勞切——疑母，豪韻 開 一等，平聲。							
熬	熬	ngau1	ngau陽平陽入（帶尾）	ngau5	ŋau˨˨	熬##[ngau1]			五勞切——疑母，豪韻 開 一等，平聲。							
翱	翱	ngau1	ngau陽平陽入（帶尾）	ngau5	ŋau˨˨	翱##[ngau1]			五勞切——疑母，豪韻 開 一等，平聲。							
聱	聱	ngau1	ngau陽平陽入（帶尾）	ngau5	ŋau˨˨	聱##[ngau1]										
螯	螯	ngau1	ngau陽平陽入（帶尾）	ngau5	ŋau˨˨	螯##[ngau1] <雷>向內彎曲。	【曲[kiau2]曲螯螯】形容彎度很大。		五勞切——疑母，豪韻 開 一等，平聲。	向内弯曲。						
鼇	鼇	ngau1	ngau陽平陽入（帶尾）	ngau5	ŋau˨˨	鼇##[ngau1]			五勞切——疑母，豪韻 開 一等，平聲。							
鏖	鏖	au2	au陰平陽去（白）	au1	au˨˦	鏖##[au2]			於刀切——影母，豪韻 開 一等，平聲。							
拗	拗	a4	a陰上	a2	a˦˩	拗##[a4][Au4]			於絞切——影母，巧韻 開 二等，上聲。							
拗	拗	au4	au陰上	au2	au˦˩	拗##[a4][Au4]			於絞切——影母，巧韻 開 二等，上聲。							
襖	襖	au3	au陰去	au3	au˨˩	襖##[au3]			烏晧切——影母，晧韻 開 一等，上聲。[au4]							
媼	媼	au4	au陰上	au2	au˦˩	媼##[au4]			烏晧切——影母，晧韻 開 一等，上聲。							
傲	傲	ngau6	ngau陽上陽去（文）陽入（無尾）	ngau6	ŋau˧˧	傲##[ngau6]			五到切——疑母，號韻 開 一等，去聲。							
奧	奧	au3	au陰去	au3	au˨˩	奧##[au3]			烏到切——影母，號韻 開 一等，去聲。							
驁	驁	ngau6	ngau陽上陽去（文）陽入（無尾）	ngau6	ŋau˧˧	驁##[ngau6]			五到切——疑母，號韻 開 一等，去聲。							
澳	澳	au3	au陰去	au3	au˨˩	澳##[au3]			烏到切——影母，號韻 開 一等，去聲。							
懊	懊	au3	au陰去	au3	au˨˩	懊##[au3]			烏到切——影母，號韻 開 一等，去聲。							
鏊	鏊	ngau6	ngau陽上陽去（文）陽入（無尾）	ngau6	ŋau˧˧	鏊##[ngau6]			五到切——疑母，號韻 開 一等，去聲。							
八	八	boi5	boi陰入	poi4	pɔi˥˦	八##[boi5][Bag5]			博拔切——幫母，黠韻 開 二等，入聲。							
八	八	bag5	bag陰入	pak4	pak˥˦	八##[boi5][Bag5]			博拔切——幫母，黠韻 開 二等，入聲。							
巴	巴	ba2	ba陰平陽去（白）	pa1	pa˨˦	巴##①[ba2][Ba5] 地名，古國名。外語譯音。##②[ba3] 緊貼粘住，吸住。攀附。<雷>外敷藥物使皮膚過敏。盼望。##③[va2][Ba2] 身體部位名詞的詞頭或詞尾。##④[va2][va5] 形容詞詞尾。	②：【巴望[mo2]】#【巴結[gieg5]】##③：【尾[vue4]巴[va2]】#【喙[cui3]巴[va2]】#【下[e6]巴[va2]】#【巴[ba2]掌[zio4]】##④：【淺[cieng4]淺巴巴】非常淺。		①：伯加切——幫母，麻韻 開 二等，平聲。							
巴	巴	ba5	ba陰入	pa4	pa˥˦	巴##①[ba2][Ba5] 地名，古國名。外語譯音。##②[ba3] 緊貼粘住，吸住。攀附。<雷>外敷藥物使皮膚過敏。盼望。##③[va2][Ba2] 身體部位名詞的詞頭或詞尾。##④[va2][va5] 形容詞詞尾。	②：【巴望[mo2]】#【巴結[gieg5]】##③：【尾[vue4]巴[va2]】#【喙[cui3]巴[va2]】#【下[e6]巴[va2]】#【巴[ba2]掌[zio4]】##④：【淺[cieng4]淺巴巴】非常淺。		①：伯加切——幫母，麻韻 開 二等，平聲。							
