繁體	简体	音標	註釋	聲	韻	調							
桔	桔	t͡ɕi̯e̞˧		t͡ɕ	i̯e̞	˧							
䥛	䥛	t͡ɕi̯e̞˧		t͡ɕ	i̯e̞	˧							
絜	絜	t͡ɕi̯e̞˧		t͡ɕ	i̯e̞	˧							
袺	袺	t͡ɕi̯e̞˧		t͡ɕ	i̯e̞	˧							
拮	拮	t͡ɕi̯e̞˧		t͡ɕ	i̯e̞	˧							
狤	狤	t͡ɕi̯e̞˧		t͡ɕ	i̯e̞	˧							
魝	魝	t͡ɕi̯e̞˧		t͡ɕ	i̯e̞	˧							
結	结	t͡ɕi̯e̞˧		t͡ɕ	i̯e̞	˧							
潔	洁	t͡ɕi̯e̞˧		t͡ɕ	i̯e̞	˧							
䊦	䊦	je̞˧		j	i̯e̞	˧							
㝣	㝣	je̞˧		j	i̯e̞	˧							
蠮	蠮	je̞˧		j	i̯e̞	˧							
咽	咽	je̞˧	哽咽	j	i̯e̞	˧							
噎	噎	je̞˧		j	i̯e̞	˧							
搬	搬	pɑ̟n˧˥		p	ɑ̟n	˧˥							
般	般	pɑ̟n˧˥		p	ɑ̟n	˧˥							
半	半	pɑ̟n˩˧		p	ɑ̟n	˩˧							
𠯘	𠯘	pɑ̟n˩˧		p	ɑ̟n	˩˧							
絆	绊	pɑ̟n˩˧		p	ɑ̟n	˩˧							
潘	潘	pʰɑ̟n˧˥		pʰ	ɑ̟n	˧˥							
坢	坢	pʰɑ̟n˦˨		pʰ	ɑ̟n	˦˨							
拚	拚	pʰɑ̟n˩˧		pʰ	ɑ̟n	˩˧							
判	判	pʰɑ̟n˩˧		pʰ	ɑ̟n	˩˧							
盤	盘	pʰɑ̟n˧˩		pʰ	ɑ̟n	˧˩							
𢸔	𭢋	pʰɑ̟n˧˩	動詞，表示搬運	pʰ	ɑ̟n	˧˩							
伴	伴	pɑ̟n˩˧		p	ɑ̟n	˩˧							
拌	拌	pɑ̟n˩˧		p	ɑ̟n	˩˧							
拌	拌	pə̞n˩˧	白讀	p	ə̞n	˩˧							
叛	叛	pʰɑ̟n˩˧		p	ɑ̟n	˩˧							
瞞	瞒	mᵇɑ̟n˧˩		mᵇ	ɑ̟n	˧˩							
饅	馒	mᵇɑ̟n˧˩		mᵇ	ɑ̟n	˧˩							
滿	满	mᵇɑ̟n˦˨		mᵇ	ɑ̟n	˦˨							
滿	满	mᵇə̞n˦˨	白讀	mᵇ	ə̞n	˦˨							
漫	漫	mᵇɑ̟n˩˧		mᵇ	ɑ̟n	˩˧							
幔	幔	mᵇɑ̟n˩˧		mᵇ	ɑ̟n	˩˧							
湍	湍	tʰwɑ̟n˧˥		tʰ	wɑ̟n	˧˥							
端	端	twɑ̟n˧˥		t	wɑ̟n	˧˥							
𢭃	𢭃	twɑ̟n˦˨	阻截	t	wɑ̟n	˦˨							
𢵦	𢵦	twɑ̟n˦˨		t	wɑ̟n	˦˨							
𢷖	𢷖	twɑ̟n˦˨		t	wɑ̟n	˦˨							
短	短	twɑ̟n˦˨		t	wɑ̟n	˦˨							
斷	断	twɑ̟n˩˧		t	wɑ̟n	˩˧							
鍛	锻	twɑ̟n˩˧		t	wɑ̟n	˩˧							
團	团	tʰwɑ̟n˧˩		tʰ	wɑ̟n	˧˩							
㩛	㩛	tʰwɑ̟n˦˨	～隴：使～聚集	tʰ	wɑ̟n	˦˨							
段	段	twɑ̟n˩˧		t	wɑ̟n	˩˧							
緞	缎	twɑ̟n˩˧		t	wɑ̟n	˩˧							
暖	暖	l̃wɑ̟n˦˨		l̃	wɑ̟n	˦˨							
鸞	鸾	l̃wɑ̟n˧˩		l̃	wɑ̟n	˧˩							
攣	挛	l̃wɑ̟n˧˩		l̃	wɑ̟n	˧˩							
灤	滦	l̃wɑ̟n˧˩		l̃	wɑ̟n	˧˩							
欒	栾	l̃wɑ̟n˧˩		l̃	wɑ̟n	˧˩							
𪢮	𪢮	l̃wɑ̟n˧˩	表示講話，說話，咀嚼，或口齒不清的樣子，一說又作（圝），（𭈅）或（圞）	l̃	wɑ̟n	˧˩							
圝	圝	l̃wɑ̟n˧˩	表示講話，說話，咀嚼，或口齒不清的樣子，一說又作（𪢮），（𭈅）或（圞）	l̃	wɑ̟n	˧˩							
圞	𪢮	l̃wɑ̟n˧˩	表示講話，說話，咀嚼，或口齒不清的樣子，一說又作（𪢮），（𭈅）或（圝）	l̃	wɑ̟n	˧˩							
𭈅	𭈅	l̃wɑ̟n˧˩	表示講話，說話，咀嚼，或口齒不清的樣子，一說又作（𪢮），（圝）或（圞）	l̃	wɑ̟n	˧˩							
卵	卵	l̃wɑ̟n˦˨		l̃	wɑ̟n	˦˨							
亂	乱	l̃wɑ̟n˩˧		l̃	wɑ̟n	˩˧							
鑽	钻	t͡swɑ̟n˧˥		t͡s	wɑ̟n	˧˥							
纂	纂	t͡swɑ̟n˩˧		t͡s	wɑ̟n	˩˧							
鑽	钻	t͡swɑ̟n˩˧		t͡s	wɑ̟n	˩˧							
䂎	𥎝	t͡sʰwɑ̟n˦˨		t͡sʰ	wɑ̟n	˦˨							
殩	殩	t͡sʰwɑ̟n˩˧		t͡sʰ	wɑ̟n	˩˧							
鑹	镩	t͡sʰwɑ̟n˩˧		t͡sʰ	wɑ̟n	˩˧							
镩	镩	t͡sʰwɑ̟n˩˧		t͡sʰ	wɑ̟n	˩˧							
爨	爨	t͡sʰwɑ̟n˩˧		t͡sʰ	wɑ̟n	˩˧							
㸑	㸑	t͡sʰwɑ̟n˩˧		t͡sʰ	wɑ̟n	˩˧							
竄	窜	t͡sʰwɑ̟n˩˧		t͡sʰ	wɑ̟n	˩˧							
酸	酸	swɑ̟n˧˥		s	wɑ̟n	˧˥							
匴	匴	swɑ̟n˦˨		s	wɑ̟n	˦˨							
篹	篹	swɑ̟n˦˨		s	wɑ̟n	˦˨							
算	算	swɑ̟n˩˧		s	wɑ̟n	˩˧							
蒜	蒜	swɑ̟n˩˧		s	wɑ̟n	˩˧							
官	官	kwɑ̟n˧˥		k	wɑ̟n	˧˥							
觀	观	kwɑ̟n˧˥		k	wɑ̟n	˧˥							
冠	冠	kwɑ̟n˧˥		k	wɑ̟n	˧˥							
管	管	kwɑ̟n˦˨		k	wɑ̟n	˦˨							
館	馆	kwɑ̟n˦˨		k	wɑ̟n	˦˨							
冠	冠	kwɑ̟n˩˧		k	wɑ̟n	˩˧							
觀	观	kwɑ̟n˩˧		k	wɑ̟n	˩˧							
灌	灌	kwɑ̟n˩˧		k	wɑ̟n	˩˧							
罐	罐	kwɑ̟n˩˧		k	wɑ̟n	˩˧							
貫	贯	kwɑ̟n˩˧		k	wɑ̟n	˩˧							
髖	髋	kʰwɑ̟n˧˥		kʰ	wɑ̟n	˧˥							
寬	宽	kʰwɑ̟n˧˥		kʰ	wɑ̟n	˧˥							
款	款	kʰwɑ̟n˦˨		kʰ	wɑ̟n	˦˨							
𢴪	𢴪	kʰwɑ̟n˦˨	使～卡住，限制。卡住	kʰ	wɑ̟n	˦˨							
欵	欵	kʰwɑ̟n˦˨		kʰ	wɑ̟n	˦˨							
䥗	䥗	kʰwɑ̟n˩˧		kʰ	wɑ̟n	˩˧							
䲌	䲌	kʰwɑ̟n˩˧		kʰ	wɑ̟n	˩˧							
玩	玩	wɑ̟n˧˩		ø	wɑ̟n	˧˩							
歡	欢	xɔ˧˥	白讀2,如:吃~皮,表示撿便宜	x	ɔ	˧˥							
歡	欢	xwɑɪ̯˧˥		x	wɑɪ̯	˧˥							
歡	欢	xwɑ̟n˧˥		x	wɑ̟n	˧˥							
喚	唤	xwɑ̟n˩˧		x	wɑ̟n	˩˧							
煥	焕	xwɑ̟n˩˧		x	wɑ̟n	˩˧							
桓	桓	xwɑ̟n˧˩		x	wɑ̟n	˧˩							
完	完	wɑ̟n˧˩		ø	wɑ̟n	˧˩							
丸	丸	wɑ̟n˧˩		ø	wɑ̟n	˧˥							
紈	纨	wɑ̟n˧˩		ø	wɑ̟n	˧˩							
緩	缓	xwɑ̟n˦˨		x	wɑ̟n	˦˨							
皖	皖	kʰwɑ̟n˦˨		kʰ	wɑ̟n	˦˨							
浣	浣	kʰwɑ̟n˦˨		kʰ	wɑ̟n	˦˨							
換	换	xwɑ̟n˩˧		x	wɑ̟n	˩˧							
豌	豌	wɑ̟n˧˥		ø	wɑ̟n	˧˥							
婠	婠	wɑ̟n˧˥		ø	wɑ̟n	˧˥							
帵	帵	wɑ̟n˧˥		ø	wɑ̟n	˧˥							
蜿	蜿	wɑ̟n˧˥		ø	wɑ̟n	˧˥							
眢	眢	wɑ̟n˧˥		ø	wɑ̟n	˧˥							
剜	剜	wɑ̟n˧˥		ø	wɑ̟n	˧˥							
蜿	蜿	wɑ̟n˦˨		ø	wɑ̟n	˦˨							
碗	碗	wɑ̟n˦˨		ø	wɑ̟n	˦˨							
腕	腕	wɑ̟n˦˨		ø	wɑ̟n	˦˨							
鰥	鳏	kwɑ̟n˧˥		k	wɑ̟n	˧˥							
𡰝	𡰝	kʰwɑ̟n˧˩		kʰ	wɑ̟n	˧˩							
寰	寰	xwɑ̟n˧˩		x	wɑ̟n	˧˩							
幻	幻	xwɑ̟n˩˧		x	wɑ̟n	˩˧							
篡	篡	t͡sʰwɑ̟n˩˧		t͡sʰ	wɑ̟n	˩˧							
撰	撰	t͡swɑ̟n˩˧		t͡s	wɑ̟n	˩˧							
閂	闩	swɑ̟n˧˥		s	wɑ̟n	˧˥							
拴	拴	swɑ̟n˧˥		s	wɑ̟n	˧˥							
涮	涮	swɑ̟n˩˧		s	wɑ̟n	˩˧							
關	关	kwɑ̟n˧˥		k	wɑ̟n	˧˥							
慣	惯	kwɑ̟n˩˧		k	wɑ̟n	˩˧							
頑	顽	wɑ̟n˧˩		ø	wɑ̟n	˧˩							
還	还	xɑɪ̯˧˩	白讀	x	ɑɪ̯	˧˩							
環	环	xwɑ̟n˧˩		x	wɑ̟n	˧˩							
患	患	xwɑ̟n˩˧		x	wɑ̟n	˩˧							
宦	宦	xwɑ̟n˩˧		x	wɑ̟n	˩˧							
彎	弯	wɑ̟n˧˥		ø	wɑ̟n	˧˥							
灣	湾	wɑ̟n˧˥		ø	wɑ̟n	˧˥							
戀	恋	l̃i̯ɐ̝n˩˧		mᵇ	i̯ɐ̝n	˩˧							
痊	痊	t͡ɕʰy̑ɐ̝n˧˩		t͡ɕʰ	y̑ɐ̝n	˧˩							
全	全	t͡ɕʰy̑ɐ̝n˧˩		t͡ɕʰ	y̑ɐ̝n	˧˩							
筌	筌	t͡ɕʰy̑ɐ̝n˧˩		t͡ɕʰ	y̑ɐ̝n	˧˩							
荃	荃	t͡ɕʰy̑ɐ̝n˧˩		t͡ɕʰ	y̑ɐ̝n	˧˩							
泉	泉	t͡ɕʰy̑ɐ̝n˧˩		t͡ɕʰ	y̑ɐ̝n	˧˩							
宣	宣	ɕy̑ɐ̝n˧˥		ɕ	y̑ɐ̝n	˧˥							
選	选	ɕy̑ɐ̝n˦˨		ɕ	y̑ɐ̝n	˧˥							
旋	旋	ɕy̑ɐ̝n˧˩		ɕ	y̑ɐ̝n	˧˩							
旋	旋	ɕy̑ɐ̝n˩˧	1.表示在某地來回轉圈。2.表示現場馬上完成某個動作	ɕ	y̑ɐ̝n	˩˧							
鏇	碹	ɕy̑ɐ̝n˩˧		ɕ	y̑ɐ̝n	˩˧							
轉	转	t͡swɑ̟n˦˨		t͡s	wɑ̟n	˧˥							
轉	转	t͡swɑ̟n˩˧		t͡s	wɑ̟n	˩˧							
轉	转	t͡swɑɪ̯˩˧	殼~：原意指小孩子的頭骨。敲殼~：弯曲食指和中指头，在小孩脑壳上敲	t͡s	wɑɪ̯	˩˧							
傳	传	t͡sʰwɑ̟n˧˩		t͡sʰ	wɑ̟n	˧˩							
傳	传	t͡swɑ̟n˩˧		t͡s	wɑ̟n	˩˧							
椽	椽	t͡sʰwɑ̟n˧˩		t͡sʰ	wɑ̟n	˧˩							
篆	篆	t͡swɑ̟n˩˧		t͡s	wɑ̟n	˩˧							
專	专	t͡swɑ̟n˧˥		t͡s	wɑ̟n	˧˥							
磚	砖	t͡swɑ̟n˧˥		t͡s	wɑ̟n	˧˥							
川	川	t͡sʰwɑ̟n˧˥		t͡sʰ	wɑ̟n	˧˥							
穿	穿	t͡sʰwɑ̟n˧˥		t͡sʰ	wɑ̟n	˧˥							
喘	喘	t͡sʰwɑ̟n˦˨		t͡sʰ	wɑ̟n	˦˨							
舛	舛	t͡sʰwɑ̟n˦˨		t͡sʰ	wɑ̟n	˦˨							
串	串	t͡sʰwɑ̟n˩˧		t͡sʰ	wɑ̟n	˩˧							
船	船	t͡sʰwɑ̟n˧˩		t͡sʰ	wɑ̟n	˧˩							
撋	撋	zwɑ̟n˧˩		z	wɑ̟n	˧˩							
軟	软	zwɑ̟n˦˨		z	wɑ̟n	˦˨							
軟	软	zwɑ˦˨	白讀表示拖拉，敷衍，承受力不足	z	wɑ	˦˨							
𤲬	𤲬	zwɑ̟n˩˧		z	wɑ̟n	˩˧							
捲	卷	t͡ɕy̑ɐ̝n˦˨		t͡ɕ	y̑ɐ̝n	˦˨							
眷	眷	t͡ɕy̑ɐ̝n˩˧		t͡ɕ	y̑ɐ̝n	˩˧							
卷	卷	t͡ɕy̑ɐ̝n˩˧		t͡ɕ	y̑ɐ̝n	˩˧							
絹	绢	t͡ɕy̑ɐ̝n˧˥		t͡ɕ	y̑ɐ̝n	˧˥							
圈	圈	t͡ɕʰy̑ɐ̝n˧˥	房～：臥室	t͡ɕʰ	y̑ɐ̝n	˧˥							
權	权	t͡ɕʰy̑ɐ̝n˧˩		t͡ɕʰ	y̑ɐ̝n	˧˩							
拳	拳	t͡ɕʰy̑ɐ̝n˧˩		t͡ɕʰ	y̑ɐ̝n	˧˩							
鬈	鬈	t͡ɕʰy̑ɐ̝n˧˩		t͡ɕʰ	y̑ɐ̝n	˧˩							
圈	圈	t͡ɕy̑ɐ̝n˩˧		t͡ɕ	y̑ɐ̝n	˩˧							
倦	倦	t͡ɕy̑ɐ̝n˩˧		t͡ɕ	y̑ɐ̝n	˩˧							
員	员	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
圓	圆	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
湲	湲	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
爰	爰	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
媛	媛	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
媛	媛	ɥɐ̝n˩˧		j	y̑ɐ̝n	˩˧							
褑	褑	ɥɐ̝n˩˧		j	y̑ɐ̝n	˩˧							
瑗	瑗	ɥɐ̝n˩˧		j	y̑ɐ̝n	˩˧							
院	院	ɥɐ̝n˩˧		j	y̑ɐ̝n	˩˧							
緣	缘	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
沿	沿	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
鉛	铅	ɥɐ̝n˧˩	白讀，如：～筆	j	y̑ɐ̝n	˧˩							
鉛	铅	t͡ɕʰi̯ɐ̝n˧˥		t͡ɕʰ	i̯ɐ̝n	˧˥							
捐	捐	t͡ɕy̑ɐ̝n˧˥		t͡ɕ	y̑ɐ̝n	˧˥							
兗	兖	ɥɐ̝n˦˨		j	y̑ɐ̝n	˦˨							
反	反	fɑ̟n˦˨		f	ɑ̟n	˦˨							
翻	翻	fɑ̟n˧˥		f	ɑ̟n	˧˥							
番	番	fɑ̟n˧˥		f	ɑ̟n	˧˥							
販	贩	fɑ̟n˩˧		f	ɑ̟n	˩˧							
煩	烦	fɑ̟n˧˩		f	ɑ̟n	˧˩							
礬	矾	fɑ̟n˧˩		f	ɑ̟n	˧˩							
繁	繁	fɑ̟n˧˩		f	ɑ̟n	˧˩							
藩	藩	fɑ̟n˧˥		f	ɑ̟n	˧˥							
藩	藩	fɑ̟n˧˩		f	ɑ̟n	˧˩							
飯	饭	fɑ̟n˩˧		f	ɑ̟n	˩˧							
晚	晚	wɑ̟n˦˨		Ø	wɑ̟n	˦˨							
挽	挽	wɑ̟n˦˨		Ø	wɑ̟n	˦˨							
萬	万	wɑ̟n˦˨	千艱～難	Ø	wɑ̟n	˦˨							
萬	万	wɑ̟n˩˧		Ø	wɑ̟n	˩˧							
勸	劝	t͡ɕʰy̑ɐ̝n˩˧		t͡ɕʰ	y̑ɐ̝n	˩˧							
券	券	t͡ɕʰy̑ɐ̝n˩˧		t͡ɕʰ	y̑ɐ̝n	˩˧							
沅	沅	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
元	元	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
原	原	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
蚖	蚖	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
螈	螈	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
源	源	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
阮	阮	zwɑ̟n˦˨		z	wɑ̟n	˦˨							
𭛔	𭛔	ɥɐ̝n˩˧	～邊鬍：絡腮鬍	j	y̑ɐ̝n	˩˧							
願	愿	ɥɐ̝n˩˧		j	y̑ɐ̝n	˩˧							
𧽚	𧽚	ɥɐ̝n˩˧	繞路	j	y̑ɐ̝n	˩˧							
喧	喧	ɕy̑ɐ̝n˧˥		ɕ	y̑ɐ̝n	˧˥							
楦	楦	ɕy̑ɐ̝n˩˧		ɕ	y̑ɐ̝n	˩˧							
冤	冤	ɥɐ̝n˧˥	冤深	j	y̑ɐ̝n	˧˥							
宛	宛	wɑ̟n˦˨		ø	wɑ̟n	˦˨							
婉	婉	wɑ̟n˦˨		ø	wɑ̟n	˦˨							
怨	怨	ɥɐ̝n˩˧		j	y̑ɐ̝n	˩˧							
袁	袁	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
園	园	ɥɐ̝n˧˩	田	j	y̑ɐ̝n	˧˩							
援	援	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
垣	垣	ɥɐ̝n˧˩		j	y̑ɐ̝n	˧˩							
遠	远	ɥɐ̝n˦˨		j	y̑ɐ̝n	˦˨							
涓	涓	t͡ɕy̑ɐ̝n˧˥		t͡ɕ	y̑ɐ̝n	˧˥							
犬	犬	t͡ɕʰy̑ɐ̝n˦˨		t͡ɕʰ	y̑ɐ̝n	˦˨							
眩	眩	ɕy̑ɐ̝n˧˩	最老派文讀	ɕ	y̑ɐ̝n	˧˩							
懸	悬	ɕy̑ɐ̝n˧˩		ɕ	y̑ɐ̝n	˧˩							
懸	悬	ɕi̯ɐ̝n˧˩	白讀，表示物體邊緣	ɕ	i̯ɐ̝n	˧˩							
玄	玄	ɕy̑ɐ̝n˧˩		ɕ	y̑ɐ̝n	˧˩							
縣	县	ɕi̯ɐ̝n˩˧		ɕ	i̯ɐ̝n	˩˧							
㧦	㧦	ɕy̑ɐ̝n˩˧	粉刷，塗牆，給牆（等）上色	ɕ	y̑ɐ̝n	˩˧							
眩	眩	ɕy̑ɐ̝n˩˧		ɕ	y̑ɐ̝n	˩˧							
箢	箢	ɥɐ̝n˧˥	~箕：竹篾編成的畚箕	j	y̑ɐ̝n	˧˥							
淵	渊	ɥɐ̝n˧˥		j	y̑ɐ̝n	˧˥							
鏺	鏺	pʰɔ˧		pʰ	ɔ	˧							
㧊	㧊	pʰɔ˧		pʰ	ɔ	˧							
䣪	䣪	pʰɔ˧		pʰ	ɔ	˧							
䍨	䍨	pʰɔ˧		pʰ	ɔ	˧							
癶	癶	pɔ˧		p	ɔ	˧							
袚	袚	pɔ˧		p	ɔ	˧							
茇	茇	pɔ˧		p	ɔ	˧							
盋	盋	pɔ˧		p	ɔ	˧							
鱍	鱍	pɔ˧		p	ɔ	˧							
䢌	䢌	pɔ˧		p	ɔ	˧							
襏	袯	pɔ˧		p	ɔ	˧							
㤄	㤄	pɔ˧		p	ɔ	˧							
驋	驋	pɔ˧		p	ɔ	˧							
缽	钵	pɔ˧		p	ɔ	˧							
鉢	钵	pɔ˧		p	ɔ	˧							
砵	砵	pɔ˧		p	ɔ	˧							
撥	拨	pɔ˧		p	ɔ	˧							
潑	泼	pɔ˧	活潑	p	ɔ	˧							
潑	泼	pʰɔ˧	潑水	pʰ	ɔ	˧							
跋	跋	pʰɑ˧		pʰ	ɔ	˧							
䟛	䟛	pʰɑ˧		pʰ	ɑ	˧							
魃	魃	pʰɑ˧		pʰ	ɑ	˧							
軷	軷	pʰɑ˧		pʰ	ɑ	˧							
䣮	䣮	pʰɑ˧		pʰ	ɑ	˧							
馛	馛	pʰɑ˧		pʰ	ɑ	˧							
炦	炦	pʰɑ˧		pʰ	ɑ	˧							
颰	颰	pʰɑ˧		pʰ	ɑ	˧							
癹	癹	pʰɑ˧		pʰ	ɑ	˧							
妭	妭	pʰɑ˧		pʰ	ɑ	˧							
犮	犮	pʰɑ˧		pʰ	ɑ	˧							
䚨	䚨	pʰɑ˧		pʰ	ɑ	˧							
胈	胈	pʰɑ˧		pʰ	ɑ	˧							
鈸	钹	pɔ˧		p	ɑ	˧							
䳊	䳊	pʰɑ˧		pʰ	ɑ	˧							
䮂	䮂	pʰɑ˧		pʰ	ɑ	˧							
菝	菝	pʰɑ˧		pʰ	ɑ	˧							
茇	茇	pʰɑ˧		pʰ	ɑ	˧							
䯋	䯋	pʰɑ˧		pʰ	ɑ	˧							
昩	昩	mᵇɔ˧		mᵇ	ɔ	˧							
䀛	䀛	mᵇɔ˧		mᵇ	ɔ	˧							
䴲	䴲	mᵇɔ˧		mᵇ	ɔ	˧							
䬴	䬴	mᵇɔ˧		mᵇ	ɔ	˧							
秣	秣	mᵇɔ˧		mᵇ	ɔ	˧							
靺	靺	mᵇɔ˧		mᵇ	ɔ	˧							
韎	韎	mᵇɔ˧		mᵇ	ɔ	˧							
粖	粖	mᵇɔ˧		mᵇ	ɔ	˧							
䱅	䱅	mᵇɔ˧		mᵇ	ɔ	˧							
眜	眜	mᵇɔ˧		mᵇ	ɔ	˧							
妺	妺	mᵇɔ˧		mᵇ	ɔ	˧							
袜	袜	mᵇɔ˧		mᵇ	ɔ	˧							
末	末	mᵇɔ˧		mᵇ	ɔ	˧							
抹	抹	mᵇɑ˧		mᵇ	ɑ	˧							
抹	抹	mᵇɔ˦˨		mᵇ	ɔ	˧							
沫	沫	mᵇɔ˧		mᵇ	ɔ	˧							
枂	枂	mᵇɔ˧		mᵇ	ɔ	˧							
柮	柮	t͡sɔ˧	又音	t͡s	ɔ	˧							
掇	掇	tɔ˧	動詞，表示用棍戳	t	ɔ	˧							
脫	脱	tʰɔ˧		tʰ	ɔ	˧							
莌	莌	tʰɔ˧		tʰ	ɔ	˧							
鮵	鮵	tʰɔ˧		tʰ	ɔ	˧							
挩	捝	tʰɔ˧		tʰ	ɔ	˧							
棁	棁	tʰɔ˧		tʰ	ɔ	˧							
侻	侻	tʰɔ˧		tʰ	ɔ	˧							
痥	痥	tɔ˧		t	ɔ	˧							
敓	敚	tɔ˧		t	ɔ	˧							
挩	捝	tɔ˧	動詞，表示用棍戳	t	ɔ	˧							
奪	夺	tɔ˧		t	ɔ	˧							
敠	敠	tɔ˧		t	ɔ	˧							
裰	裰	tɔ˧		t	ɔ	˧							
咄	咄	tɔ˧		t	ɔ	˧							
祋	祋	tɔ˧		t	ɔ	˧							
掇	掇	tɔ˧		t	ɔ	˧							
剟	剟	tɔ˧		t	ɔ	˧							
鵽	鵽	tɔ˧		t	ɔ	˧							
𠜖	𠜖	l̃ɔ˧		l̃	ɔ	˧							
捋	捋	l̃ɔ˧		l̃	ɔ	˧							
繓	繓	t͡sɔ˧	一撮	t͡s	ɔ	˧							
攥	攥	t͡sɔ˧	動詞如～筆表示握筆～拳表示手捏緊作拳狀～著手教（某人）指手把人教授別人某項技能	t͡sʰ	ɔ	˧							
撮	撮	t͡sʰɔ˧	一撮，少，頭髮一撮厘兒	t͡sʰ	ɔ	˧							
襊	襊	t͡sʰɔ˧		t͡sʰ	ɔ	˧							
髺	髺	kɔ˧		k	ɔ	˧							
栝	栝	kɔ˧		k	ɔ	˧							
䒷	䒷	kɔ˧		k	ɔ	˧							
萿	萿	kɔ˧		k	ɔ	˧							
銛	铦	kɔ˧		k	ɔ	˧							
頢	頢	kɔ˧		k	ɔ	˧							
䯏	䯏	kɔ˧		k	ɔ	˧							
懖	懖	kɔ˧		k	ɔ	˧							
葀	葀	kɔ˧		k	ɔ	˧							
筈	筈	kwɑ˧		k	wɑ	˧							
括	括	kʰwɐ̝˧	文讀	kʰ	wɐ̝	˧							
括	括	kʰwɑ˧	白讀1	kʰ	wɑ	˧							
括	括	kwɑ˧	白讀2	k	wɑ	˧							
蛞	蛞	kwɑ˧		k	wɑ	˧							
闊	阔	kʰwɐ̝˧		kʰ	wɐ̝	˧							
䟯	䟯	kwɑ˧		k	wɑ	˧							
聒	聒	kwɑ˧		k	wɑ	˧							
眓	眓	xɔ˧		x	ɔ	˧							
濊	濊	xɔ˧	水聲	x	ɔ	˧							
奯	奯	xɔ˧		x	ɔ	˧							
豁	豁	xɔ˧		x	ɔ	˧							
䄆	䄆	xɔ˧		x	ɔ	˧							
鬠	鬠	xɔ˧		x	ɔ	˧							
佸	佸	xɔ˧		x	ɔ	˧							
秳	秳	xɔ˧	秳蔴	x	ɔ	˧							
姡	姡	xɔ˧	1.羞愧的樣子    2.狡猾，狡詐	x	ɔ	˧							
活	活	xɔ˧		x	ɔ	˧							
斡	斡	ɔ˧		Ø	ɔ	˧							
捾	捾	ɔ˧		Ø	ɔ	˧							
䩊	䩊	ɔ˧		Ø	ɔ	˧							
焥	焥	ɔ˧		Ø	ɔ	˧							
䁊	䁊	ɔ˧		Ø	ɔ	˧							
睕	睕	ɔ˧		Ø	ɔ	˧							
䱻	䱻	xwɑ˧		x	wɑ	˧							
磆	磆	xwɑ˧		x	wɑ	˧							
螖	螖	xwɑ˧		x	wɑ	˧							
䴳	䴳	xwɑ˧		x	wɑ	˧							
滑	滑	xwɑ˧		x	wɑ	˧							
猾	猾	xwɑ˧		x	wɑ	˧							
傄	傄	xwɑ˧		x	wɑ	˧							
䀨	䀨	xwɑ˧		x	wɑ	˧							
姡	姡	xwɑ˧	面貌醜陋	x	wɑ	˧							
挖	挖	wɑ˧˥		Ø	wɑ	˧							
䵵	䵵	t͡sʰwɑ˧		t͡s	wɑ	˧							
㔍	㔍	t͡sʰwɑ˧		t͡s	wɑ	˧							
䫄	䫄	t͡sʰwɑ˧		t͡s	wɑ	˧							
𤁫	𤁫	t͡sʰwɑ˧		t͡s	wɑ	˧							
聉	聉	t͡swɑ˧	聾	t͡s	wɑ	˧							
窡	窡	t͡swɑ˧		t͡s	wɑ	˧							
𠿡	𠿡	t͡swɑ˧		t͡s	wɑ	˧							
娺	娺	t͡swɑ˧		t͡s	wɑ	˧							
唰	唰	swɑ˧		s	wɑ	˧							
刷	刷	swɑ˧		s	wɑ	˧							
䯇	䯇	kʰwɑ˧		kʰ	wɑ	˧							
鴰	鸹	kwɑ˧		k	wɑ	˧							
劀	劀	kwɑ˧		k	wɑ	˧							
𠟽	𠟽	kwɑ˧		k	wɑ	˧							
趏	趏	kwɑ˧		k	wɑ	˧							
刮	刮	kwɑ˧		k	wɑ	˧							
婠	婠	wɑ˧		Ø	wɑ	˧							
䯉	䯉	wɑ˧		Ø	wɑ	˧							
嗢	嗢	wɑ˧		Ø	wɑ	˧							
穵	穵	wɑ˧		Ø	wɑ	˧							
𣁳	𣁳	wɑ˧		Ø	wɑ	˧							
嗗	嗗	wɑ˧		Ø	wɑ	˧							
䚴	䚴	wɑ˧		Ø	wɑ	˧							
㱚	㱚	wɑ˧		Ø	wɑ	˧							
䎳	䎳	wɑ˧		Ø	wɑ	˧							
